2.037	-0.00001
2.038	0.000037
2.039	0.000083
2.04	0.000131
2.041	0.000179
2.042	0.00024
2.043	0.000305
2.044	0.000368
2.045	0.00043
2.046	0.000512
2.047	0.000599
2.048	0.000704
2.049	0.000814
2.05	0.000947
2.051	0.001085
2.052	0.001222
2.053	0.00136
2.054	0.001546
2.055	0.001745
2.056	0.001964
2.057	0.002187
2.058	0.002439
2.059	0.002696
2.06	0.00301
2.061	0.003339
2.062	0.003733
2.063	0.004141
2.064	0.004627
2.065	0.005137
2.066	0.005728
2.067	0.006337
2.068	0.007139
2.069	0.007996
2.07	0.008903
2.071	0.009824
2.072	0.011005
2.073	0.012261
2.074	0.01361
2.075	0.014987
2.076	0.016872
2.077	0.018899
2.078	0.021
2.079	0.023121
2.08	0.025897
2.081	0.028847
2.082	0.032071
2.083	0.035363
2.084	0.040206
2.085	0.045432
2.086	0.050903
2.087	0.056429
2.088	0.06327
2.089	0.070409
2.09	0.079382
2.091	0.088907
2.092	0.10064
2.093	0.11283
2.094	0.128292
2.095	0.144668
2.096	0.162055
2.097	0.179714
2.098	0.20278
2.099	0.227234
2.1	0.253732
2.101	0.280925
2.102	0.311347
2.103	0.342526
2.104	0.377044
2.105	0.412621
2.106	0.45047
2.107	0.488816
2.108	0.522458
2.109	0.554715
2.11	0.593227
2.111	0.633521
2.112	0.663067
2.113	0.689664
2.114	0.722284
2.115	0.756529
2.116	0.776463
2.117	0.792667
2.118	0.813716
2.119	0.836001
2.12	0.846344
2.121	0.853714
2.122	0.867845
2.123	0.883615
2.124	0.886411
2.125	0.886127
2.126	0.895232
2.127	0.906527
2.128	0.909739
2.129	0.911091
2.13	0.917985
2.131	0.926131
2.132	0.929693
2.133	0.932227
2.134	0.936544
2.135	0.941406
2.136	0.942571
2.137	0.942952
2.138	0.943112
2.139	0.943194
2.14	0.945168
2.141	0.947537
2.142	0.948776
2.143	0.949694
2.144	0.949643
2.145	0.9494
2.146	0.952551
2.147	0.956635
2.148	0.953083
2.149	0.947423
2.15	0.949094
2.151	0.952773
2.152	0.950874
2.153	0.947477
2.154	0.947014
2.155	0.947085
2.156	0.951812
2.157	0.957717
2.158	0.953332
2.159	0.946412
2.16	0.947778
2.161	0.951119
2.162	0.951641
2.163	0.951518
2.164	0.948644
2.165	0.944956
2.166	0.942515
2.167	0.940311
2.168	0.9434
2.169	0.947923
2.17	0.94501
2.171	0.940213
2.172	0.938737
2.173	0.93806
2.174	0.941859
2.175	0.947019
2.176	0.946554
2.177	0.944482
2.178	0.947414
2.179	0.951661
2.18	0.949283
2.181	0.945318
2.182	0.939939
2.183	0.934142
2.184	0.935493
2.185	0.93882
2.186	0.939253
2.187	0.938955
2.188	0.934675
2.189	0.929162
2.19	0.927085
2.191	0.925692
2.192	0.930508
2.193	0.936899
2.194	0.933908
2.195	0.927984
2.196	0.930981
2.197	0.936472
2.198	0.935776
2.199	0.933523
2.2	0.935132
2.201	0.937592
2.202	0.946217
2.203	0.956567
2.204	0.955661
2.205	0.951991
2.206	0.956666
2.207	0.963135
2.208	0.964442
2.209	0.964365
2.21	0.963523
2.211	0.962434
2.212	0.962905
2.213	0.963685
2.214	0.962473
2.215	0.960741
2.216	0.959239
2.217	0.957814
2.218	0.957781
2.219	0.958041
2.22	0.953274
2.221	0.94716
2.222	0.951706
2.223	0.958833
2.224	0.960212
2.225	0.960339
2.226	0.954785
2.227	0.947696
2.228	0.951965
2.229	0.95906
2.23	0.960554
2.231	0.960764
2.232	0.95575
2.233	0.949261
2.234	0.953245
2.235	0.95997
2.236	0.963736
2.237	0.966786
2.238	0.964315
2.239	0.960173
2.24	0.965473
2.241	0.973416
2.242	0.977637
2.243	0.980904
2.244	0.98276
2.245	0.984155
2.246	0.984693
2.247	0.985056
2.248	0.991486
2.249	0.9996
2.25	0.997654
2.251	0.993153
2.252	0.992469
2.253	0.992675
2.254	0.995894
2.255	1
2.256	0.999279
2.257	0.997261
2.258	0.994356
2.259	0.991127
2.26	0.987747
2.261	0.984349
2.262	0.986037
2.263	0.989132
2.264	0.984536
2.265	0.978024
2.266	0.975019
2.267	0.972794
2.268	0.974168
2.269	0.97654
2.27	0.976199
2.271	0.975206
2.272	0.974409
2.273	0.973662
2.274	0.967502
2.275	0.959895
2.276	0.956943
2.277	0.955095
2.278	0.955085
2.279	0.955588
2.28	0.947195
2.281	0.93665
2.282	0.922405
2.283	0.907109
2.284	0.89494
2.285	0.883588
2.286	0.855489
2.287	0.823876
2.288	0.78488
2.289	0.744025
2.29	0.69852
2.291	0.651673
2.292	0.602539
2.293	0.552647
2.294	0.502693
2.295	0.452698
2.296	0.403993
2.297	0.355569
2.298	0.315712
2.299	0.27826
2.3	0.244645
2.301	0.212213
2.302	0.186151
2.303	0.161749
2.304	0.141435
2.305	0.122015
2.306	0.106531
2.307	0.092029
2.308	0.080268
2.309	0.069276
2.31	0.060703
2.311	0.052702
2.312	0.046332
2.313	0.040405
2.314	0.035634
2.315	0.031213
2.316	0.027516
2.317	0.024
2.318	0.021262
2.319	0.018688
2.32	0.016562
2.321	0.014545
2.322	0.01293
2.323	0.011426
2.324	0.010155
2.325	0.008959
2.326	0.007992
2.327	0.007088
2.328	0.006348
2.329	0.005643
2.33	0.005019
2.331	0.004415
2.332	0.003903
2.333	0.003421
2.334	0.003025
2.335	0.002651
2.336	0.00234
2.337	0.002047
2.338	0.001795
2.339	0.001554
2.34	0.001345
2.341	0.001145
2.342	0.000974
2.343	0.000811
2.344	0.00068
2.345	0.00056
2.346	0.00044
2.347	0.00032
2.348	0.000217
2.349	0.000119
2.35	0.000028
2.351	-0.000062
2.352	-0.000134
2.353	-0.000202
2.354	-0.000263
2.355	-0.000322
